organizationid,groupid,quizid,schemeofworkid
2850_1617_8420,2850,1617,8420.0
6943_1617_8420,6943,1617,8420.0
1155_1617_8425,1155,1617,8425.0
6067_1617_8425,6067,1617,8425.0
5309_15451_8380,5309,15451,8380.0
5188_15451_8380,5188,15451,8380.0
11683_15451_8380,11683,15451,8380.0
5093_15451_8380,5093,15451,8380.0
8208_15451_8380,8208,15451,8380.0
4926_15451_8380,4926,15451,8380.0
1307_15451_8380,1307,15451,8380.0
10856_15451_8380,10856,15451,8380.0
9799_15451_8380,9799,15451,8380.0
7506_15451_8380,7506,15451,8380.0
10257_15451_8380,10257,15451,8380.0
1860_15451_8380,1860,15451,8380.0
5811_15451_8380,5811,15451,8380.0
9800_15451_8380,9800,15451,8380.0
5188_12544_8380,5188,12544,8380.0
249_12544_8380,249,12544,8380.0
10257_12544_8380,10257,12544,8380.0
6657_12544_8380,6657,12544,8380.0
10195_12544_8380,10195,12544,8380.0
8208_12544_8380,8208,12544,8380.0
647_12544_8380,647,12544,8380.0
6588_12544_8380,6588,12544,8380.0
2309_12544_8380,2309,12544,8380.0
9799_5898_8380,9799,5898,8380.0
11683_5898_8380,11683,5898,8380.0
5309_5898_8380,5309,5898,8380.0
5188_5898_8380,5188,5898,8380.0
2309_5898_8380,2309,5898,8380.0
1853_5898_8380,1853,5898,8380.0
5093_5898_8380,5093,5898,8380.0
8208_5898_8380,8208,5898,8380.0
4821_5898_8380,4821,5898,8380.0
3816_5898_8380,3816,5898,8380.0
3472_5898_8380,3472,5898,8380.0
7506_5898_8380,7506,5898,8380.0
1860_5898_8380,1860,5898,8380.0
859_5898_8380,859,5898,8380.0
6312_5898_8380,6312,5898,8380.0
5811_5898_8380,5811,5898,8380.0
4926_5898_8380,4926,5898,8380.0
11052_15647_8380,11052,15647,8380.0
8920_15647_8380,8920,15647,8380.0
6657_15647_8380,6657,15647,8380.0
11683_197_8380,11683,197,8380.0
2069_197_8380,2069,197,8380.0
5309_197_8380,5309,197,8380.0
10195_197_8380,10195,197,8380.0
5188_197_8380,5188,197,8380.0
2309_197_8380,2309,197,8380.0
9799_197_8380,9799,197,8380.0
8208_197_8380,8208,197,8380.0
4926_197_8380,4926,197,8380.0
10856_197_8380,10856,197,8380.0
647_197_8380,647,197,8380.0
10303_197_8380,10303,197,8380.0
1860_197_8380,1860,197,8380.0
5811_197_8380,5811,197,8380.0
2397_197_8380,2397,197,8380.0
532_197_8380,532,197,8380.0
7228_197_8380,7228,197,8380.0
11520_17073_8380,11520,17073,8380.0
4191_17073_8380,4191,17073,8380.0
6657_17073_8380,6657,17073,8380.0
4291_17073_8380,4291,17073,8380.0
5309_17073_8380,5309,17073,8380.0
5188_17073_8380,5188,17073,8380.0
10257_17073_8380,10257,17073,8380.0
9799_17073_8380,9799,17073,8380.0
3503_17073_8380,3503,17073,8380.0
8208_17073_8380,8208,17073,8380.0
7694_17073_8380,7694,17073,8380.0
4926_17073_8380,4926,17073,8380.0
11683_17073_8380,11683,17073,8380.0
10856_17073_8380,10856,17073,8380.0
2309_17073_8380,2309,17073,8380.0
11351_17073_8380,11351,17073,8380.0
1860_17073_8380,1860,17073,8380.0
9413_17073_8380,9413,17073,8380.0
7506_17073_8380,7506,17073,8380.0
8499_17073_8380,8499,17073,8380.0
11161_17073_8380,11161,17073,8380.0
4821_17073_8380,4821,17073,8380.0
8219_17073_8380,8219,17073,8380.0
8208_15602_8380,8208,15602,8380.0
11683_15602_8380,11683,15602,8380.0
5309_15602_8380,5309,15602,8380.0
4926_15602_8380,4926,15602,8380.0
9799_15602_8380,9799,15602,8380.0
4576_15602_8380,4576,15602,8380.0
9606_15602_8380,9606,15602,8380.0
10856_15602_8380,10856,15602,8380.0
2309_15602_8380,2309,15602,8380.0
4629_15602_8380,4629,15602,8380.0
1860_15602_8380,1860,15602,8380.0
4821_15602_8380,4821,15602,8380.0
5188_15602_8380,5188,15602,8380.0
7303_15602_8380,7303,15602,8380.0
7506_15602_8380,7506,15602,8380.0
5093_17073_8380,5093,17073,8380.0
5093_15602_8380,5093,15602,8380.0
11683_7368_8380,11683,7368,8380.0
9799_7368_8380,9799,7368,8380.0
5188_7368_8380,5188,7368,8380.0
5309_7368_8380,5309,7368,8380.0
5093_7368_8380,5093,7368,8380.0
8208_7368_8380,8208,7368,8380.0
4926_7368_8380,4926,7368,8380.0
4821_7368_8380,4821,7368,8380.0
7506_7368_8380,7506,7368,8380.0
5811_7368_8380,5811,7368,8380.0
5188_5995_8380,5188,5995,8380.0
9799_5995_8380,9799,5995,8380.0
2309_5995_8380,2309,5995,8380.0
11683_5995_8380,11683,5995,8380.0
5093_5995_8380,5093,5995,8380.0
7383_5995_8380,7383,5995,8380.0
1395_5995_8380,1395,5995,8380.0
8432_5995_8380,8432,5995,8380.0
2309_15451_8380,2309,15451,8380.0
4629_197_8380,4629,197,8380.0
7506_197_8380,7506,197,8380.0
7400_197_8380,7400,197,8380.0
8978_197_8380,8978,197,8380.0
6312_197_8380,6312,197,8380.0
5075_7579_8380,5075,7579,8380.0
11683_7579_8380,11683,7579,8380.0
5309_7579_8380,5309,7579,8380.0
5188_7579_8380,5188,7579,8380.0
2309_7579_8380,2309,7579,8380.0
5093_7579_8380,5093,7579,8380.0
915_7579_8380,915,7579,8380.0
3978_7579_8380,3978,7579,8380.0
9799_7579_8380,9799,7579,8380.0
8208_7579_8380,8208,7579,8380.0
8552_7579_8380,8552,7579,8380.0
4926_7579_8380,4926,7579,8380.0
4629_7579_8380,4629,7579,8380.0
10856_7579_8380,10856,7579,8380.0
10303_7579_8380,10303,7579,8380.0
10709_7579_8380,10709,7579,8380.0
7506_7579_8380,7506,7579,8380.0
10257_7579_8380,10257,7579,8380.0
7400_7579_8380,7400,7579,8380.0
1860_7579_8380,1860,7579,8380.0
5811_7579_8380,5811,7579,8380.0
2309_7368_8380,2309,7368,8380.0
1860_7368_8380,1860,7368,8380.0
6657_7579_8380,6657,7579,8380.0
9800_7579_8380,9800,7579,8380.0
9800_197_8380,9800,197,8380.0
4366_197_8380,4366,197,8380.0
5811_17073_8380,5811,17073,8380.0
5597_584_8419,5597,584,8419.0
7300_584_8419,7300,584,8419.0
5896_584_8419,5896,584,8419.0
878_584_8425,878,584,8425.0
114_584_8419,114,584,8419.0
6009_584_8425,6009,584,8425.0
4029_584_8419,4029,584,8419.0
10042_584_8419,10042,584,8419.0
9628_584_8425,9628,584,8425.0
7427_584_8425,7427,584,8425.0
8681_584_8425,8681,584,8425.0
6051_584_8419,6051,584,8419.0
2174_584_8419,2174,584,8419.0
9952_584_8425,9952,584,8425.0
7480_584_8425,7480,584,8425.0
8363_584_8419,8363,584,8419.0
2082_584_8425,2082,584,8425.0
9356_584_8419,9356,584,8419.0
11307_584_8419,11307,584,8419.0
6705_584_8425,6705,584,8425.0
11030_584_8425,11030,584,8425.0
4000_584_8419,4000,584,8419.0
548_584_8425,548,584,8425.0
10899_584_8419,10899,584,8419.0
7044_584_8419,7044,584,8419.0
3697_584_8425,3697,584,8425.0
10950_584_8425,10950,584,8425.0
3382_584_8425,3382,584,8425.0
6838_584_8419,6838,584,8419.0
27_584_8425,27,584,8425.0
7336_584_8425,7336,584,8425.0
11090_584_8419,11090,584,8419.0
3468_584_8425,3468,584,8425.0
4518_584_8419,4518,584,8419.0
2122_584_8425,2122,584,8425.0
10433_584_8419,10433,584,8419.0
9119_14480_8425,9119,14480,8425.0
3382_14480_8420,3382,14480,8420.0
918_14480_8425,918,14480,8425.0
10106_14480_8425,10106,14480,8425.0
878_14480_8425,878,14480,8425.0
11030_14480_8425,11030,14480,8425.0
6009_14480_8425,6009,14480,8425.0
9937_14480_8425,9937,14480,8425.0
11437_14480_8425,11437,14480,8425.0
2965_14480_8425,2965,14480,8425.0
2082_14480_8420,2082,14480,8420.0
5574_14480_8425,5574,14480,8425.0
8681_14480_8425,8681,14480,8425.0
8302_14480_8420,8302,14480,8420.0
7427_14480_8420,7427,14480,8420.0
7480_14480_8420,7480,14480,8420.0
10899_14480_8425,10899,14480,8425.0
7336_14480_8420,7336,14480,8420.0
5704_14480_8425,5704,14480,8425.0
6755_14480_8425,6755,14480,8425.0
3348_14480_8425,3348,14480,8425.0
11318_14480_8425,11318,14480,8425.0
6705_14480_8425,6705,14480,8425.0
3967_14480_8420,3967,14480,8420.0
9952_14480_8425,9952,14480,8425.0
9532_14480_8425,9532,14480,8425.0
548_14480_8425,548,14480,8425.0
10950_14480_8420,10950,14480,8420.0
2850_14480_8420,2850,14480,8420.0
3468_14480_8425,3468,14480,8425.0
6067_14480_8420,6067,14480,8420.0
5050_14480_8420,5050,14480,8420.0
27_14480_8420,27,14480,8420.0
5539_14480_8425,5539,14480,8425.0
10655_14480_8420,10655,14480,8420.0
6559_14480_8420,6559,14480,8420.0
6715_14480_8420,6715,14480,8420.0
4077_14480_8425,4077,14480,8425.0
7336_11487_8420,7336,11487,8420.0
9119_11487_8425,9119,11487,8425.0
6009_11487_8425,6009,11487,8425.0
8302_11487_8420,8302,11487,8420.0
3348_11487_8425,3348,11487,8425.0
7480_11487_8420,7480,11487,8420.0
2082_11487_8420,2082,11487,8420.0
3772_11487_8420,3772,11487,8420.0
8071_11487_8425,8071,11487,8425.0
3967_11487_8420,3967,11487,8420.0
6559_11487_8420,6559,11487,8420.0
10657_11487_8425,10657,11487,8425.0
6347_11487_8425,6347,11487,8425.0
2281_11487_8425,2281,11487,8425.0
1891_11487_8425,1891,11487,8425.0
6705_11487_8425,6705,11487,8425.0
27_11487_8420,27,11487,8420.0
4674_11487_8425,4674,11487,8425.0
4077_11487_8420,4077,11487,8420.0
2122_11487_8420,2122,11487,8420.0
10950_11487_8420,10950,11487,8420.0
2850_11487_8420,2850,11487,8420.0
3382_11487_8420,3382,11487,8420.0
10655_11487_8420,10655,11487,8420.0
9628_11487_8420,9628,11487,8420.0
5539_11487_8425,5539,11487,8425.0
5050_11487_8420,5050,11487,8420.0
1029_10298_8425,1029,10298,8425.0
4933_10298_8425,4933,10298,8425.0
3156_10298_8425,3156,10298,8425.0
11370_10298_8425,11370,10298,8425.0
3382_10298_8420,3382,10298,8420.0
10657_10298_8425,10657,10298,8425.0
3697_10298_8425,3697,10298,8425.0
11791_10298_8425,11791,10298,8425.0
1891_5993_8425,1891,5993,8425.0
6009_5993_8425,6009,5993,8425.0
7336_5993_8420,7336,5993,8420.0
6483_5993_8420,6483,5993,8420.0
6559_5993_8420,6559,5993,8420.0
8302_5993_8420,8302,5993,8420.0
9532_5993_8425,9532,5993,8425.0
2824_5993_8425,2824,5993,8425.0
2082_5993_8420,2082,5993,8420.0
4575_5993_8425,4575,5993,8425.0
7480_5993_8420,7480,5993,8420.0
5841_5993_8420,5841,5993,8420.0
10544_5993_8420,10544,5993,8420.0
6705_5993_8425,6705,5993,8425.0
3967_5993_8420,3967,5993,8420.0
3382_5993_8420,3382,5993,8420.0
11168_5993_8420,11168,5993,8420.0
2850_5993_8420,2850,5993,8420.0
10950_5993_8420,10950,5993,8420.0
10899_5993_8425,10899,5993,8425.0
10232_5993_8420,10232,5993,8420.0
6432_5993_8425,6432,5993,8425.0
5050_5993_8420,5050,5993,8420.0
27_5993_8420,27,5993,8420.0
10655_5993_8420,10655,5993,8420.0
6656_5993_8420,6656,5993,8420.0
878_13537_8425,878,13537,8425.0
5685_13537_8425,5685,13537,8425.0
6559_13537_8420,6559,13537,8420.0
11030_13537_8425,11030,13537,8425.0
6009_13537_8425,6009,13537,8425.0
9952_13537_8425,9952,13537,8425.0
7427_13537_8425,7427,13537,8425.0
3802_13537_8425,3802,13537,8425.0
412_13537_8425,412,13537,8425.0
8071_13537_8425,8071,13537,8425.0
5372_13537_8425,5372,13537,8425.0
6925_13537_8425,6925,13537,8425.0
5050_13537_8420,5050,13537,8420.0
7480_13537_8420,7480,13537,8420.0
6347_13537_8425,6347,13537,8425.0
3697_13537_8425,3697,13537,8425.0
9532_13537_8425,9532,13537,8425.0
2281_13537_8425,2281,13537,8425.0
7336_13537_8420,7336,13537,8420.0
2082_13537_8420,2082,13537,8420.0
6705_13537_8425,6705,13537,8425.0
6656_13537_8425,6656,13537,8425.0
5259_13537_8425,5259,13537,8425.0
3468_13537_8425,3468,13537,8425.0
10950_13537_8420,10950,13537,8420.0
4741_13537_8425,4741,13537,8425.0
11370_13537_8425,11370,13537,8425.0
2197_13537_8425,2197,13537,8425.0
3382_13537_8420,3382,13537,8420.0
8804_13537_8425,8804,13537,8425.0
8681_13537_8425,8681,13537,8425.0
6862_13537_8425,6862,13537,8425.0
4553_13537_8425,4553,13537,8425.0
1109_13537_8425,1109,13537,8425.0
10655_13537_8420,10655,13537,8420.0
10106_8577_8425,10106,8577,8425.0
9937_8577_8425,9937,8577,8425.0
6009_8577_8425,6009,8577,8425.0
811_8577_8425,811,8577,8425.0
918_8577_8425,918,8577,8425.0
5765_8577_8425,5765,8577,8425.0
6755_8577_8425,6755,8577,8425.0
6035_8577_8425,6035,8577,8425.0
6484_8577_8425,6484,8577,8425.0
8562_8577_8425,8562,8577,8425.0
6479_8577_8425,6479,8577,8425.0
4575_8577_8425,4575,8577,8425.0
4249_8577_8425,4249,8577,8425.0
3697_8577_8425,3697,8577,8425.0
8363_8577_8419,8363,8577,8419.0
4933_8577_8425,4933,8577,8425.0
5841_8577_8425,5841,8577,8425.0
6705_8577_8425,6705,8577,8425.0
6104_8577_8425,6104,8577,8425.0
411_8577_8425,411,8577,8425.0
5259_8577_8425,5259,8577,8425.0
7716_8577_8419,7716,8577,8419.0
1732_8577_8425,1732,8577,8425.0
4325_8577_8425,4325,8577,8425.0
9131_8577_8425,9131,8577,8425.0
11758_8577_8425,11758,8577,8425.0
6925_8577_8425,6925,8577,8425.0
8695_8577_8419,8695,8577,8419.0
873_8577_8425,873,8577,8425.0
7876_11487_8425,7876,11487,8425.0
3925_11487_8425,3925,11487,8425.0
6729_6832_8425,6729,6832,8425.0
5259_6832_8425,5259,6832,8425.0
7438_6832_8425,7438,6832,8425.0
9488_6832_8425,9488,6832,8425.0
411_6832_8425,411,6832,8425.0
6009_6832_8425,6009,6832,8425.0
5836_6832_8425,5836,6832,8425.0
11437_6832_8425,11437,6832,8425.0
6224_6832_8425,6224,6832,8425.0
2012_6832_8425,2012,6832,8425.0
3772_6832_8425,3772,6832,8425.0
5765_6832_8425,5765,6832,8425.0
6104_6832_8425,6104,6832,8425.0
412_6832_8425,412,6832,8425.0
6035_6832_8425,6035,6832,8425.0
2824_6832_8425,2824,6832,8425.0
6582_6832_8425,6582,6832,8425.0
6479_6832_8425,6479,6832,8425.0
11318_6832_8425,11318,6832,8425.0
4575_6832_8425,4575,6832,8425.0
11758_6832_8425,11758,6832,8425.0
8071_6832_8425,8071,6832,8425.0
2281_6832_8425,2281,6832,8425.0
5841_6832_8425,5841,6832,8425.0
6705_6832_8425,6705,6832,8425.0
6755_6832_8425,6755,6832,8425.0
6925_6832_8425,6925,6832,8425.0
8713_6832_8425,8713,6832,8425.0
5007_6832_8425,5007,6832,8425.0
8695_6832_8425,8695,6832,8425.0
7722_6832_8425,7722,6832,8425.0
873_6832_8425,873,6832,8425.0
10657_6832_8425,10657,6832,8425.0
3373_6832_8425,3373,6832,8425.0
878_873_8425,878,873,8425.0
6009_873_8425,6009,873,8425.0
811_873_8425,811,873,8425.0
7427_873_8425,7427,873,8425.0
2082_873_8420,2082,873,8420.0
4575_873_8425,4575,873,8425.0
7225_873_8420,7225,873,8420.0
2281_873_8420,2281,873,8420.0
7336_873_8420,7336,873,8420.0
9952_873_8425,9952,873,8425.0
7790_873_8420,7790,873,8420.0
11030_873_8425,11030,873,8425.0
6559_873_8420,6559,873,8420.0
10899_873_8425,10899,873,8425.0
2850_873_8420,2850,873,8420.0
3382_873_8420,3382,873,8420.0
3468_873_8425,3468,873,8425.0
453_873_8425,453,873,8425.0
9532_873_8425,9532,873,8425.0
5050_873_8420,5050,873,8420.0
6705_873_8425,6705,873,8425.0
7480_873_8420,7480,873,8420.0
10655_873_8420,10655,873,8420.0
1891_13399_8425,1891,13399,8425.0
3382_13399_8420,3382,13399,8420.0
6009_13399_8425,6009,13399,8425.0
6170_13399_8425,6170,13399,8425.0
2082_13399_8420,2082,13399,8420.0
6705_13399_8425,6705,13399,8425.0
6559_13399_8420,6559,13399,8420.0
7336_13399_8420,7336,13399,8420.0
2824_13399_8425,2824,13399,8425.0
4575_13399_8425,4575,13399,8425.0
3967_13399_8420,3967,13399,8420.0
7225_13399_8420,7225,13399,8420.0
7480_13399_8420,7480,13399,8420.0
3348_13399_8425,3348,13399,8425.0
11318_13399_8425,11318,13399,8425.0
10544_13399_8420,10544,13399,8420.0
6755_13399_8425,6755,13399,8425.0
10950_13399_8420,10950,13399,8420.0
27_13399_8420,27,13399,8420.0
11725_13399_8425,11725,13399,8425.0
2850_13399_8420,2850,13399,8420.0
9532_13399_8425,9532,13399,8425.0
6715_13399_8420,6715,13399,8420.0
8468_13399_8425,8468,13399,8425.0
8302_13399_8420,8302,13399,8420.0
10232_13399_8420,10232,13399,8420.0
5841_13399_8420,5841,13399,8420.0
9949_13399_8425,9949,13399,8425.0
2122_13399_8420,2122,13399,8420.0
4674_13399_8425,4674,13399,8425.0
5539_13399_8425,5539,13399,8425.0
10655_13399_8420,10655,13399,8420.0
5574_8577_8425,5574,8577,8425.0
479_8577_8425,479,8577,8425.0
8681_8577_8425,8681,8577,8425.0
3772_8577_8425,3772,8577,8425.0
11370_8577_8425,11370,8577,8425.0
6067_8577_8425,6067,8577,8425.0
310_8577_8425,310,8577,8425.0
6943_873_8420,6943,873,8420.0
8071_873_8420,8071,873,8420.0
10394_873_8420,10394,873,8420.0
10950_873_8420,10950,873,8420.0
2122_873_8420,2122,873,8420.0
8302_873_8420,8302,873,8420.0
878_5621_8425,878,5621,8425.0
11030_5621_8425,11030,5621,8425.0
6009_5621_8425,6009,5621,8425.0
811_5621_8425,811,5621,8425.0
8071_5621_8420,8071,5621,8420.0
2082_5621_8420,2082,5621,8420.0
7336_5621_8420,7336,5621,8420.0
6705_5621_8425,6705,5621,8425.0
7790_5621_8420,7790,5621,8420.0
6559_5621_8420,6559,5621,8420.0
2281_5621_8420,2281,5621,8420.0
3348_5621_8425,3348,5621,8425.0
10950_5621_8420,10950,5621,8420.0
3382_5621_8420,3382,5621,8420.0
3468_5621_8425,3468,5621,8425.0
2122_5621_8420,2122,5621,8420.0
453_5621_8425,453,5621,8425.0
10657_5621_8420,10657,5621,8420.0
10996_5621_8425,10996,5621,8425.0
6009_10244_8425,6009,10244,8425.0
6705_10244_8425,6705,10244,8425.0
9857_10244_8425,9857,10244,8425.0
6035_10244_8425,6035,10244,8425.0
412_10244_8425,412,10244,8425.0
5765_10244_8425,5765,10244,8425.0
8071_10244_8425,8071,10244,8425.0
2281_10244_8425,2281,10244,8425.0
6729_10244_8425,6729,10244,8425.0
7438_10244_8425,7438,10244,8425.0
5836_10244_8425,5836,10244,8425.0
411_10244_8425,411,10244,8425.0
3772_10244_8425,3772,10244,8425.0
8695_10244_8425,8695,10244,8425.0
6104_10244_8425,6104,10244,8425.0
5259_10244_8425,5259,10244,8425.0
6925_10244_8425,6925,10244,8425.0
5841_10244_8425,5841,10244,8425.0
4575_5621_8425,4575,5621,8425.0
10899_5621_8425,10899,5621,8425.0
10657_10244_8425,10657,10244,8425.0
479_10244_8425,479,10244,8425.0
9949_10244_8425,9949,10244,8425.0
6479_10244_8425,6479,10244,8425.0
11758_10244_8425,11758,10244,8425.0
4575_10244_8425,4575,10244,8425.0
4787_10244_8425,4787,10244,8425.0
6582_10244_8425,6582,10244,8425.0
3348_5993_8425,3348,5993,8425.0
11318_5993_8425,11318,5993,8425.0
3640_5993_8420,3640,5993,8420.0
5259_4143_8425,5259,4143,8425.0
6009_4143_8425,6009,4143,8425.0
2824_4143_8425,2824,4143,8425.0
7044_4143_8425,7044,4143,8425.0
6705_4143_8425,6705,4143,8425.0
10899_4143_8425,10899,4143,8425.0
10232_4143_8425,10232,4143,8425.0
5597_4143_8425,5597,4143,8425.0
918_14692_8425,918,14692,8425.0
10106_14692_8425,10106,14692,8425.0
6483_14692_8425,6483,14692,8425.0
9937_14692_8425,9937,14692,8425.0
3925_14692_8425,3925,14692,8425.0
8681_14692_8425,8681,14692,8425.0
6009_14692_8425,6009,14692,8425.0
3348_14692_8425,3348,14692,8425.0
5574_14692_8425,5574,14692,8425.0
7336_14692_8425,7336,14692,8425.0
6705_14692_8425,6705,14692,8425.0
11437_14692_8425,11437,14692,8425.0
6559_14692_8425,6559,14692,8425.0
2082_14692_8425,2082,14692,8425.0
9532_14692_8425,9532,14692,8425.0
11791_14692_8425,11791,14692,8425.0
3382_14692_8425,3382,14692,8425.0
9949_14692_8425,9949,14692,8425.0
6656_14692_8425,6656,14692,8425.0
11370_14692_8425,11370,14692,8425.0
9916_14692_8425,9916,14692,8425.0
5372_14480_8425,5372,14480,8425.0
7246_10298_8425,7246,10298,8425.0
5050_10298_8420,5050,10298,8420.0
6715_5993_8420,6715,5993,8420.0
11791_5993_8420,11791,5993,8420.0
4447_13537_8425,4447,13537,8425.0
4575_13537_8425,4575,13537,8425.0
8010_13537_8425,8010,13537,8425.0
2122_13537_8420,2122,13537,8420.0
8302_13537_8420,8302,13537,8420.0
4077_13537_8420,4077,13537,8420.0
7225_14692_8425,7225,14692,8425.0
4077_14692_8425,4077,14692,8425.0
10950_14692_8425,10950,14692,8425.0
8171_1135_8418,8171,1135,8418.0
7300_1135_8418,7300,1135,8418.0
1891_1135_8425,1891,1135,8425.0
7467_1135_8418,7467,1135,8418.0
5896_1135_8415,5896,1135,8415.0
3836_1135_8420,3836,1135,8420.0
2118_1135_8415,2118,1135,8415.0
5685_1135_8425,5685,1135,8425.0
6009_1135_8425,6009,1135,8425.0
9236_1135_8418,9236,1135,8418.0
1876_1135_8420,1876,1135,8420.0
8763_1135_8420,8763,1135,8420.0
4029_1135_8418,4029,1135,8418.0
8446_1135_8418,8446,1135,8418.0
1968_1135_8425,1968,1135,8425.0
5064_1135_8420,5064,1135,8420.0
1116_1135_8425,1116,1135,8425.0
1053_1135_8418,1053,1135,8418.0
721_1135_8420,721,1135,8420.0
11020_1135_8418,11020,1135,8418.0
9052_1135_8420,9052,1135,8420.0
6256_1135_8418,6256,1135,8418.0
3344_1135_8415,3344,1135,8415.0
8537_1135_8425,8537,1135,8425.0
5303_1135_8418,5303,1135,8418.0
3348_1135_8425,3348,1135,8425.0
5849_1135_8425,5849,1135,8425.0
3891_1135_8418,3891,1135,8418.0
2082_1135_8420,2082,1135,8420.0
2068_1135_8415,2068,1135,8415.0
2224_1135_8418,2224,1135,8418.0
1053_1135_8415,1053,1135,8415.0
10394_1135_8415,10394,1135,8415.0
7790_1135_8420,7790,1135,8420.0
6559_1135_8420,6559,1135,8420.0
10223_1135_8415,10223,1135,8415.0
2244_1135_8415,2244,1135,8415.0
8146_1135_8418,8146,1135,8418.0
8446_1135_8415,8446,1135,8415.0
604_1135_8415,604,1135,8415.0
11566_1135_8418,11566,1135,8418.0
2122_1135_8420,2122,1135,8420.0
6705_1135_8425,6705,1135,8425.0
554_1135_8415,554,1135,8415.0
4077_1135_8420,4077,1135,8420.0
7805_1135_8420,7805,1135,8420.0
479_14692_8425,479,14692,8425.0
7480_4143_8425,7480,4143,8425.0
7931_1135_8420,7931,1135,8420.0
5303_1135_8415,5303,1135,8415.0
7829_1135_8415,7829,1135,8415.0
926_1135_8420,926,1135,8420.0
4674_1135_8425,4674,1135,8425.0
11168_1135_8420,11168,1135,8420.0
4698_1135_8415,4698,1135,8415.0
9532_1135_8425,9532,1135,8425.0
10950_1135_8420,10950,1135,8420.0
7246_873_8425,7246,873,8425.0
7246_10723_8425,7246,10723,8425.0
5050_10723_8420,5050,10723,8420.0
4951_11129_8420,4951,11129,8420.0
4077_11129_8425,4077,11129,8425.0
11168_11129_8420,11168,11129,8420.0
8740_11129_8420,8740,11129,8420.0
8380_11129_8420,8380,11129,8420.0
9488_11129_8425,9488,11129,8425.0
5050_11129_8420,5050,11129,8420.0
